question_id,origin,type,prompt,correct_answer,correct_answer_latin,correct_answer_german,distractors,concept_ids,source_relation_id,relation_type,direction,evidence_status,quiz_eligible,status,generation_rule,explanation
term_artery_proper_hepatic_la_en,canonical_terminology,typing,What is the English anatomical name of arteria hepatica propria?,proper hepatic artery,arteria hepatica propria,eigentliche Leberarterie,,artery_proper_hepatic,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_pulmonary_trunk_en_de,canonical_terminology,typing,Give the German anatomical term for pulmonary trunk.,Lungenstamm,truncus pulmonalis,Lungenstamm,,artery_pulmonary_trunk,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_pulmonary_trunk_en_la,canonical_terminology,typing,Give the Latin anatomical term for pulmonary trunk.,truncus pulmonalis,truncus pulmonalis,Lungenstamm,,artery_pulmonary_trunk,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_pulmonary_trunk_la_en,canonical_terminology,typing,What is the English anatomical name of truncus pulmonalis?,pulmonary trunk,truncus pulmonalis,Lungenstamm,,artery_pulmonary_trunk,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_radial_en_de,canonical_terminology,typing,Give the German anatomical term for radial artery.,Speichenarterie,arteria radialis,Speichenarterie,,artery_radial,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_radial_en_la,canonical_terminology,typing,Give the Latin anatomical term for radial artery.,arteria radialis,arteria radialis,Speichenarterie,,artery_radial,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_radial_la_en,canonical_terminology,typing,What is the English anatomical name of arteria radialis?,radial artery,arteria radialis,Speichenarterie,,artery_radial,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_renal_en_de,canonical_terminology,typing,Give the German anatomical term for renal artery.,Nierenarterie,arteria renalis,Nierenarterie,,artery_renal,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_renal_en_la,canonical_terminology,typing,Give the Latin anatomical term for renal artery.,arteria renalis,arteria renalis,Nierenarterie,,artery_renal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_renal_la_en,canonical_terminology,typing,What is the English anatomical name of arteria renalis?,renal artery,arteria renalis,Nierenarterie,,artery_renal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_right_coronary_en_de,canonical_terminology,typing,Give the German anatomical term for right coronary artery.,rechte Herzkranzarterie,arteria coronaria dextra,rechte Herzkranzarterie,,artery_right_coronary,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_right_coronary_en_la,canonical_terminology,typing,Give the Latin anatomical term for right coronary artery.,arteria coronaria dextra,arteria coronaria dextra,rechte Herzkranzarterie,,artery_right_coronary,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_right_coronary_la_en,canonical_terminology,typing,What is the English anatomical name of arteria coronaria dextra?,right coronary artery,arteria coronaria dextra,rechte Herzkranzarterie,,artery_right_coronary,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_splenic_en_de,canonical_terminology,typing,Give the German anatomical term for splenic artery.,Milzarterie,arteria splenica,Milzarterie,,artery_splenic,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_splenic_en_la,canonical_terminology,typing,Give the Latin anatomical term for splenic artery.,arteria splenica,arteria splenica,Milzarterie,,artery_splenic,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_splenic_la_en,canonical_terminology,typing,What is the English anatomical name of arteria splenica?,splenic artery,arteria splenica,Milzarterie,,artery_splenic,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_subclavian_en_de,canonical_terminology,typing,Give the German anatomical term for subclavian artery.,Unterschlüsselbeinarterie,arteria subclavia,Unterschlüsselbeinarterie,,artery_subclavian,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_subclavian_en_la,canonical_terminology,typing,Give the Latin anatomical term for subclavian artery.,arteria subclavia,arteria subclavia,Unterschlüsselbeinarterie,,artery_subclavian,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_subclavian_la_en,canonical_terminology,typing,What is the English anatomical name of arteria subclavia?,subclavian artery,arteria subclavia,Unterschlüsselbeinarterie,,artery_subclavian,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_superficial_temporal_en_de,canonical_terminology,typing,Give the German anatomical term for superficial temporal artery.,oberflächliche Schläfenarterie,arteria temporalis superficialis,oberflächliche Schläfenarterie,,artery_superficial_temporal,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_superficial_temporal_en_la,canonical_terminology,typing,Give the Latin anatomical term for superficial temporal artery.,arteria temporalis superficialis,arteria temporalis superficialis,oberflächliche Schläfenarterie,,artery_superficial_temporal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_superficial_temporal_la_en,canonical_terminology,typing,What is the English anatomical name of arteria temporalis superficialis?,superficial temporal artery,arteria temporalis superficialis,oberflächliche Schläfenarterie,,artery_superficial_temporal,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_superior_mesenteric_en_de,canonical_terminology,typing,Give the German anatomical term for superior mesenteric artery.,obere Mesenterialarterie,arteria mesenterica superior,obere Mesenterialarterie,,artery_superior_mesenteric,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_superior_mesenteric_en_la,canonical_terminology,typing,Give the Latin anatomical term for superior mesenteric artery.,arteria mesenterica superior,arteria mesenterica superior,obere Mesenterialarterie,,artery_superior_mesenteric,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_superior_mesenteric_la_en,canonical_terminology,typing,What is the English anatomical name of arteria mesenterica superior?,superior mesenteric artery,arteria mesenterica superior,obere Mesenterialarterie,,artery_superior_mesenteric,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_superior_thyroid_en_de,canonical_terminology,typing,Give the German anatomical term for superior thyroid artery.,obere Schilddrüsenarterie,arteria thyroidea superior,obere Schilddrüsenarterie,,artery_superior_thyroid,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_superior_thyroid_en_la,canonical_terminology,typing,Give the Latin anatomical term for superior thyroid artery.,arteria thyroidea superior,arteria thyroidea superior,obere Schilddrüsenarterie,,artery_superior_thyroid,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_superior_thyroid_la_en,canonical_terminology,typing,What is the English anatomical name of arteria thyroidea superior?,superior thyroid artery,arteria thyroidea superior,obere Schilddrüsenarterie,,artery_superior_thyroid,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_suprarenal_middle_en_de,canonical_terminology,typing,Give the German anatomical term for middle suprarenal artery.,mittlere Nebennierenarterie,arteria suprarenalis media,mittlere Nebennierenarterie,,artery_suprarenal_middle,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_suprarenal_middle_en_la,canonical_terminology,typing,Give the Latin anatomical term for middle suprarenal artery.,arteria suprarenalis media,arteria suprarenalis media,mittlere Nebennierenarterie,,artery_suprarenal_middle,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_suprarenal_middle_la_en,canonical_terminology,typing,What is the English anatomical name of arteria suprarenalis media?,middle suprarenal artery,arteria suprarenalis media,mittlere Nebennierenarterie,,artery_suprarenal_middle,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_ulnar_en_de,canonical_terminology,typing,Give the German anatomical term for ulnar artery.,Ellenarterie,arteria ulnaris,Ellenarterie,,artery_ulnar,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_ulnar_en_la,canonical_terminology,typing,Give the Latin anatomical term for ulnar artery.,arteria ulnaris,arteria ulnaris,Ellenarterie,,artery_ulnar,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_ulnar_la_en,canonical_terminology,typing,What is the English anatomical name of arteria ulnaris?,ulnar artery,arteria ulnaris,Ellenarterie,,artery_ulnar,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_artery_vertebral_en_de,canonical_terminology,typing,Give the German anatomical term for vertebral artery.,Wirbelarterie,arteria vertebralis,Wirbelarterie,,artery_vertebral,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_artery_vertebral_en_la,canonical_terminology,typing,Give the Latin anatomical term for vertebral artery.,arteria vertebralis,arteria vertebralis,Wirbelarterie,,artery_vertebral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_artery_vertebral_la_en,canonical_terminology,typing,What is the English anatomical name of arteria vertebralis?,vertebral artery,arteria vertebralis,Wirbelarterie,,artery_vertebral,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_bone_atlas_en_de,canonical_terminology,typing,Give the German anatomical term for atlas (C1).,Atlas (C1),atlas,Atlas (C1),,bone_atlas,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_bone_atlas_en_la,canonical_terminology,typing,Give the Latin anatomical term for atlas (C1).,atlas,atlas,Atlas (C1),,bone_atlas,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_bone_atlas_la_en,canonical_terminology,typing,What is the English anatomical name of atlas?,atlas (C1),atlas,Atlas (C1),,bone_atlas,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
term_bone_axis_en_de,canonical_terminology,typing,Give the German anatomical term for axis (C2).,Axis (C2),axis,Axis (C2),,bone_axis,,,terminology,seed_needs_review,false,generated_from_terminology_needs_review,terminology:en_to_de,
term_bone_axis_en_la,canonical_terminology,typing,Give the Latin anatomical term for axis (C2).,axis,axis,Axis (C2),,bone_axis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:en_to_la,
term_bone_axis_la_en,canonical_terminology,typing,What is the English anatomical name of axis?,axis (C2),axis,Axis (C2),,bone_axis,,,terminology,canonical_en_la,true,generated_from_canonical_terminology,terminology:la_to_en,
