id,statement_en,statement_sk,true_or_false,reasoning_en,reasoning_sk
id_0955,lower limit for hearing is the lowest frequency of sound that human ear can hear,,TRUE,,
id_0956,lower limit for hearing is not the highest frequency of sou nd that human ear can hear,,TRUE,,
id_0957,the organ of Corti contains ciliary cells being placed in the middle ear,,FALSE,"The organ of Corti is located in the cochlea of the inner ear, not in the middle ear.",
id_0958,the organ of Corti contains bones of the middle ear,,FALSE,Middle ear bones (ossicles) are separate structures and are not part of the organ of Corti.,
id_0959,ion content of the perilymph (within the scala vestibuli and scala tympani) and the endolymph (within the scala media) differ,,TRUE,,
id_0960,receptors of sound are ciliary cells located on the basilary membrane of the organ of Corti,,TRUE,,
id_0961,the organ of Corti contains receptors (sensory cells) that are insensitive to movement of the basilary membrane,,FALSE,Hair cells are mechanoreceptors and are sensitive to movement of the basilar membrane.,
id_0962,the organ of Corti contains ciliary cells (sound sensory cells) being placed in the basilary membrane,,TRUE,,
id_0963,cochlear potentials represent the manifestation of ciliary cells activation within the organ of Corti,,TRUE,,
id_0964,cochlear potentials represent the manifestation of activation of eardrum mechanoreceptors,,FALSE,"Cochlear potentials originate from hair cell activity in the cochlea, not from the eardrum.",
id_0965,ciliary cells (in the organ of Corti) respond to stimulation by both depolarization and hyperpolarization,,TRUE,,
id_0966,ciliary cells (in the organ of Corti) respond to stimulation exclusively by depolarization,,FALSE,Hair cells depolarize or hyperpolarize depending on direction of stereocilia deflection.,
id_0967,ciliary cells (in the organ of Corti) respond to stimulation exclusively by hyperp olarization,,FALSE,Hair cells can both depolarize and hyperpolarize depending on mechanical stimulation direction.,
id_0968,higher sound intensity vibrates the basilary mambrane at higher frequency,,FALSE,"Sound frequency determines the location of vibration; intensity affects amplitude, not frequency.",
id_0969,higher sound intensity does not vibrate the basilary mambrane at higher frequency,,TRUE,,
id_0970,different frequencies of sou nd are detected by irritation of different places on the basilary mebrane of the cochlea,,TRUE,,
id_0971,different sound frequencies are detected by the same receptors (at the same spot on the basilary mebrane of the cochlea) that are stimulated with different frequenci es,,FALSE,Different frequencies are detected at different locations along the basilar membrane (tonotopic organization).,
id_0972,the organ of Corti is actual analyzer of sound,,TRUE,,
id_0973,the organ of Corti is not analyzer of sound,,FALSE,The organ of Corti contains the sensory receptors responsible for sound analysis.,
id_0974,"bones within the middle ear transmit sound energy from the eardrum to the oval window, thus providing an impedance adjustement between gaseous and liquid en vironments",,TRUE,,
id_0975,"bones within the middle ear transmit sound energy from the eardrum to the oval window, thus providing afrequency adjustement between gaseous and liquid environments 14) Electricity, audiometry",,FALSE,"Middle ear ossicles provide impedance matching, not frequency adjustment.",
id_0976,"amplifiers amplify (increase) frequency of el ectric current, electric voltage, or electric power",,FALSE,"Amplifiers increase amplitude (voltage/current/power), not frequency.",
id_0977,amplifiers amplify (increase) e.g. electric voltage,,TRUE,,
id_0978,amplifiers amplify (increase) e.g. electric current,,TRUE,,
id_0979,amplifiers cannot amplify (increase) electric power,,FALSE,Amplifiers can increase power by using external energy supply.,
id_0980,amplifiers amplify (increase) e.g. frequ ency of electric current,,FALSE,Amplifiers do not change signal frequency; they increase amplitude.,
id_0981,amplifiers do not amplify periods of alternating currents,,TRUE,,
id_0982,the width (range) of frequency band (transmission frequencies) of amplifier is derived from its frequency (transfer) characteristic,,TRUE,,
id_0983,the width (range) of frequency band (transmission frequencies) is not expressed in decibels,,TRUE,,
id_0984,the width (range) of frequency band (transmission frequencies) determines „undesirable “ (unsuitable ) frequencies of amplifier,,FALSE,"Bandwidth defines the range of frequencies effectively transmitted, not undesirable frequencies.",
id_0985,"if the period of signal on oscilloscope is 5 cm corresponding to 50 ms, consequently the amplitude of this signal is 10 mV",,FALSE,"Period determines frequency, not amplitude; amplitude requires vertical calibration.",
id_0986,every biosignal can be processed directly by differential amplifier,,FALSE,"Some biosignals require preprocessing (filtering, amplification) before differential amplification.",
id_0987,transducer is used as adetector of electrical biosignals,,FALSE,Transducers convert physical signals to electrical form; electrodes detect electrical biosignals.,
id_0988,transducer can function as both converter and sensor (detector),,TRUE,,
id_0989,transducer is usually used as electrode for transformation of biosignals,,FALSE,Electrodes are specific sensors; transducers are broader devices converting energy forms.,
id_0990,transducer is not used for cumulation (collection) of biosignals,,TRUE,,
id_0991,rheobase is the intensity of electrical stimulus at double duration of the stimulus that induces threshold response,,FALSE,Rheobase is the minimal stimulus intensity with long duration required to elicit aresponse.,
id_0992,chronaxy is the shortest time during which the stimulus with intensity of rheobase induces the response,,FALSE,Chronaxy is the shortest time required when stimulus intensity equals twice the rheobase.,
id_0993,chronaxy expresses intensity of electrical stimulus,,FALSE,"Chronaxy expresses time, not intensity.",
id_0994,"the higher the tissue excitability, the longer the chronaxy",,FALSE,Higher excitability corresponds to shorter chronaxy.,
id_0995,"the higher the tissue excitability , the shorter the chronaxy",,TRUE,,
id_0996,electrical resistance of skin is expressed in ohms,,TRUE,,
id_0997,intensity of alternating current (AC) is expressed in volts,,FALSE,Current intensity is expressed in amperes; volts express voltage.,
id_0998,tissue impedance is measured in ohms,,TRUE,,
id_0999,electric current spass the tissue mainly through structures with the lo west resistance,,TRUE,,
id_1000,electric currents pass the tissue mainly through structures with the highest resistance,,FALSE,Current preferentially flows through structures with lowest resistance.,
id_1001,electrical resistance of membrane sto low frequency electric current is negligible,,FALSE,Membranes have high resistance to low-frequency and DC currents.,
id_1002,electrical resistance of membrane sto direct current (DC) is significant (considerable),,TRUE,,
id_1003,resistance of membrane sto direct current (DC) is negligible,,FALSE,Cell membranes strongly resist DC due to their capacitive properties.,
id_1004,bone tissue has the highest electric resistance among tissues of living body,,TRUE,,
id_1005,high frequency electric current passes membranes much easier than low frequency elect ric current,,TRUE,,
id_1006,bone tissue has the lowest electric resistance among tissues of living body,,FALSE,Bone has one of the highest electrical resistances.,
id_1007,tissue fluid and cytoplasm are much better electric conductors than membranes,,TRUE,,
id_1008,electric resistance of tissues is not temporally stable (stable in time) when electr ic current passes through,,TRUE,,
id_1009,electric resistance of skin is temporally stable (stable in time) when electric current passes through,,FALSE,Skin resistance decreases over time due to hydration and polarization effects.,
id_1010,electric properties of skin are affected by apresence of callous cells,,TRUE,,
id_1011,electric properties of skin are affected by apresence of sweat (sudoriferous ) glands,,TRUE,,
id_1012,blood and cerebrospinal fluid belong to the best electric conductors in the human body,,TRUE,,
id_1013,electric current passes only through homogenous tissues,,FALSE,Electric current passes through heterogeneous tissues depending on resistance.,
id_1014,electric resistance of skin decreases during the time of application of electric current on this skin,,TRUE,,
id_1015,direct electric current (DC) has minimum electrolytic effects in the body,,FALSE,DC has significant electrolytic effects due to ion movement.,
id_1016,direct electric current (DC) has mainly electrophoretic effects in the body,,TRUE,,
id_1017,excitatory (stimulation) effects of direct electric current manifest (express) only during rapid changes of this currente.g. during swithing it on or off,,TRUE,,
id_1018,thermal (heat) effects of direct electric current in the body are negligible,,FALSE,DC can produce thermal effects depending on intensity and duration.,
id_1019,electric current through tissues changes in time,,TRUE,,
